Team,Year,Sport,Gold,Silver,Bronze
Bulgaria,1956,Wrestling,1,3,0
Bulgaria,1960,Gymnastics,0,0,1
Bulgaria,1960,Wrestling,1,3,2
Bulgaria,1964,Boxing,0,0,1
Bulgaria,1964,Shooting,0,1,0
Bulgaria,1964,Wrestling,3,4,1
Bulgaria,1968,Boxing,0,0,2
Bulgaria,1968,Football,0,18,0
Bulgaria,1968,Wrestling,2,3,1
Bulgaria,1972,Athletics,0,2,2
Bulgaria,1972,Boxing,1,1,0
Bulgaria,1972,Canoeing,0,0,2
Bulgaria,1972,Weightlifting,3,3,0
Bulgaria,1972,Wrestling,2,4,2
Bulgaria,1976,Athletics,1,2,1
Bulgaria,1976,Basketball,0,0,12
Bulgaria,1976,Boxing,0,0,1
Bulgaria,1976,Rowing,4,5,0
Bulgaria,1976,Weightlifting,2,3,1
Bulgaria,1976,Wrestling,1,3,3
Bulgaria,1980,Athletics,0,1,1
Bulgaria,1980,Basketball,0,12,0
Bulgaria,1980,Boxing,1,0,1
Bulgaria,1980,Canoeing,1,2,6
Bulgaria,1980,Cross Country Skiing,0,0,1
Bulgaria,1980,Equestrianism,0,3,0
Bulgaria,1980,Gymnastics,1,0,1
Bulgaria,1980,Judo,0,1,1
Bulgaria,1980,Rowing,0,5,11
Bulgaria,1980,Shooting,0,0,2
Bulgaria,1980,Volleyball,0,12,10
Bulgaria,1980,Weightlifting,2,4,2
Bulgaria,1980,Wrestling,3,4,3
Bulgaria,1988,Athletics,2,1,1
Bulgaria,1988,Boxing,1,1,0
Bulgaria,1988,Canoeing,1,2,6
Bulgaria,1988,Gymnastics,1,0,1
Bulgaria,1988,Rhythmic Gymnastics,0,1,0
Bulgaria,1988,Rowing,0,2,3
Bulgaria,1988,Shooting,1,1,0
Bulgaria,1988,Swimming,1,1,1
Bulgaria,1988,Tennis,0,0,1
Bulgaria,1988,Weightlifting,2,1,1
Bulgaria,1988,Wrestling,1,4,3
Bulgaria,1992,Athletics,0,1,1
Bulgaria,1992,Boxing,0,1,1
Bulgaria,1992,Canoeing,2,0,2
Bulgaria,1992,Shooting,0,2,1
Bulgaria,1992,Weightlifting,1,2,1
Bulgaria,1992,Wrestling,0,1,1
Bulgaria,1996,Athletics,1,0,0
Bulgaria,1996,Boxing,1,2,0
Bulgaria,1996,Canoeing,0,0,2
Bulgaria,1996,Gymnastics,0,1,0
Bulgaria,1996,Rhythmic Gymnastics,0,6,0
Bulgaria,1996,Shooting,0,2,2
Bulgaria,1996,Weightlifting,0,1,2
Bulgaria,1996,Wrestling,1,0,0
Bulgaria,1998,Biathlon,1,0,0
Bulgaria,2000,Athletics,1,0,0
Bulgaria,2000,Canoeing,0,2,0
Bulgaria,2000,Gymnastics,0,0,2
Bulgaria,2000,Rowing,0,1,0
Bulgaria,2000,Shooting,2,0,0
Bulgaria,2000,Weightlifting,1,2,0
Bulgaria,2000,Wrestling,1,1,0
Bulgaria,2002,Biathlon,0,0,1
Bulgaria,2002,Short Track Speed Skating,0,1,1
Bulgaria,2004,Boxing,0,0,1
Bulgaria,2004,Gymnastics,0,1,1
Bulgaria,2004,Judo,0,0,1
Bulgaria,2004,Rhythmic Gymnastics,0,0,6
Bulgaria,2004,Rowing,0,0,2
Bulgaria,2004,Shooting,1,0,1
Bulgaria,2004,Weightlifting,1,0,1
Bulgaria,2004,Wrestling,0,0,1
Bulgaria,2006,Short Track Speed Skating,0,1,0
Bulgaria,2008,Rowing,1,0,0
Bulgaria,2008,Wrestling,0,1,3
Bulgaria,2012,Boxing,0,0,1
Bulgaria,2012,Wrestling,0,1,0
Bulgaria,2016,Athletics,0,1,0
Bulgaria,2016,Rhythmic Gymnastics,0,0,5
Bulgaria,2016,Wrestling,0,0,1
Buraddoo,1956,Sailing,0,0,3
Burundi,1996,Athletics,1,0,0
Burundi,2016,Athletics,0,1,0
Cambridge University Boat Club-2,1908,Rowing,0,0,9
Cameroon,1968,Boxing,0,1,0
Cameroon,1984,Boxing,0,0,1
Cameroon,2000,Football,18,0,0
Cameroon,2004,Athletics,1,0,0
Cameroon,2008,Athletics,1,0,0
Camille,1908,Motorboating,1,0,0
Canada,1900,Athletics,1,0,1
Canada,1904,Athletics,1,0,0
Canada,1904,Golf,1,0,0
Canada,1906,Athletics,1,1,0
Canada,1908,Athletics,1,1,4
Canada,1908,Cycling,0,0,4
Canada,1908,Lacrosse,12,0,0
Canada,1908,Shooting,1,7,6
Canada,1908,Wrestling,0,0,1
Canada,1912,Athletics,1,2,2
Canada,1912,Rowing,0,0,1
Canada,1912,Swimming,2,0,0
Canada,1920,Athletics,1,0,0
Canada,1920,Boxing,1,2,2
Canada,1920,Ice Hockey,8,0,0
Canada,1920,Swimming,0,1,1
Canada,1924,Boxing,0,0,1
Canada,1924,Ice Hockey,9,0,0
Canada,1924,Rowing,0,13,0
Canada,1924,Shooting,0,6,0
Canada,1928,Athletics,7,2,5
Canada,1928,Boxing,0,0,1
Canada,1928,Ice Hockey,12,0,0
Canada,1928,Rowing,0,2,9
Canada,1928,Swimming,0,0,4
Canada,1928,Wrestling,0,1,2
Canada,1932,Art Competitions,0,0,1
Canada,1932,Athletics,1,6,8
Canada,1932,Boxing,1,0,0
Canada,1932,Figure Skating,0,0,1
Canada,1932,Ice Hockey,14,0,0
Canada,1932,Rowing,0,0,11
Canada,1932,Speed Skating,0,1,4
Canada,1932,Wrestling,0,1,0
Canada,1936,Athletics,0,1,6
Canada,1936,Basketball,0,9,0
Canada,1936,Canoeing,1,2,2
Canada,1936,Ice Hockey,0,13,0
Canada,1936,Wrestling,0,0,1
Canada,1948,Art Competitions,0,1,0
Canada,1948,Athletics,0,0,4
Canada,1948,Canoeing,0,1,1
Canada,1948,Figure Skating,1,0,2
Canada,1948,Ice Hockey,12,0,0
Canada,1952,Canoeing,0,2,0
Canada,1952,Ice Hockey,16,0,0
Canada,1952,Shooting,1,0,0
Canada,1952,Speed Skating,0,0,1
Canada,1952,Weightlifting,0,1,0
Canada,1956,Alpine Skiing,0,0,1
Canada,1956,Diving,0,0,1
Canada,1956,Equestrianism,0,0,3
Canada,1956,Ice Hockey,0,0,17
Canada,1956,Rowing,4,9,0
Canada,1956,Shooting,1,0,1
Canada,1960,Alpine Skiing,1,0,0
Canada,1960,Figure Skating,0,0,1
Canada,1960,Ice Hockey,0,17,0
Canada,1960,Rowing,0,9,0
Canada,1964,Athletics,0,1,1
Canada,1964,Figure Skating,0,0,1
Canada,1964,Judo,0,1,0
Canada,1964,Rowing,2,0,0
Canada,1968,Alpine Skiing,1,1,0
Canada,1968,Equestrianism,3,0,0
Canada,1968,Ice Hockey,0,0,18
Canada,1968,Swimming,0,3,4
Canada,1972,Figure Skating,0,1,0
Canada,1972,Sailing,0,0,3
Canada,1972,Swimming,0,2,6
Canada,1976,Alpine Skiing,1,0,0
Canada,1976,Athletics,0,1,0
Canada,1976,Canoeing,0,1,0
Canada,1976,Equestrianism,0,1,0
Canada,1976,Figure Skating,0,0,1
Canada,1976,Speed Skating,0,1,0
Canada,1976,Swimming,0,6,14
Canada,1980,Alpine Skiing,0,0,1
Canada,1980,Speed Skating,0,1,0
Canada,1984,Athletics,0,9,6
Canada,1984,Boxing,0,2,1
Canada,1984,Canoeing,3,3,6
Canada,1984,Cycling,0,2,0
Canada,1984,Diving,1,0,0
Canada,1984,Figure Skating,0,1,0
Canada,1984,Judo,0,0,1
Canada,1984,Rhythmic Gymnastics,1,0,0
Canada,1984,Rowing,9,7,7
Canada,1984,Sailing,0,2,4
Canada,1984,Shooting,1,0,0
Canada,1984,Speed Skating,2,0,1
Canada,1984,Swimming,4,6,6
Canada,1984,Synchronized Swimming,0,3,0
Canada,1984,Weightlifting,0,1,0
Canada,1984,Wrestling,0,1,1
Canada,1988,Alpine Skiing,0,0,2
Canada,1988,Athletics,0,0,1
Canada,1988,Boxing,1,1,1
Canada,1988,Equestrianism,0,0,4
Canada,1988,Figure Skating,0,2,0
Canada,1988,Sailing,0,0,2
Canada,1988,Swimming,0,4,6
Canada,1988,Synchronized Swimming,3,0,0
Canada,1992,Alpine Skiing,1,0,0
Canada,1992,Athletics,1,1,1
Canada,1992,Biathlon,0,0,1
Canada,1992,Boxing,0,1,1
Canada,1992,Cycling,0,0,1
Canada,1992,Ice Hockey,0,22,0
Canada,1992,Judo,0,0,1
Canada,1992,Rowing,24,0,1
Canada,1992,Sailing,0,0,2
Canada,1992,Short Track Speed Skating,4,6,0
Canada,1992,Swimming,1,0,5
Canada,1992,Synchronized Swimming,1,2,0
Canada,1992,Wrestling,0,1,0
Canada,1994,Alpine Skiing,0,0,1
Canada,1994,Biathlon,2,0,0
Canada,1994,Figure Skating,0,1,0
Canada,1994,Freestyle Skiing,1,1,1
Canada,1994,Ice Hockey,0,21,0
Canada,1994,Short Track Speed Skating,0,5,1
Canada,1994,Speed Skating,0,1,0
Canada,1996,Athletics,6,0,0
Canada,1996,Boxing,0,1,0
Canada,1996,Canoeing,0,1,0
Canada,1996,Cycling,0,2,3
Canada,1996,Diving,0,0,1
Canada,1996,Rowing,2,15,4
Canada,1996,Swimming,0,1,2
Canada,1996,Synchronized Swimming,0,9,0
Canada,1996,Wrestling,0,1,0
Canada,1998,Curling,5,5,0
Canada,1998,Figure Skating,0,1,0
Canada,1998,Ice Hockey,0,20,0
Canada,1998,Short Track Speed Skating,5,0,5
Canada,1998,Snowboarding,1,0,0
Canada,1998,Speed Skating,1,2,2
Canada,2000,Canoeing,0,1,1
Canada,2000,Diving,0,2,1
Canada,2000,Judo,0,1,0
Canada,2000,Rowing,0,0,9
Canada,2000,Swimming,0,0,1
Canada,2000,Synchronized Swimming,0,0,8
Canada,2000,Taekwondo,0,0,1
Canada,2000,Tennis,2,0,0
Canada,2000,Trampolining,0,0,2
Canada,2000,Triathlon,1,0,0
Canada,2000,Wrestling,1,0,0
Canada,2002,Cross Country Skiing,1,0,0
Canada,2002,Curling,0,5,5
Canada,2002,Freestyle Skiing,0,1,1
Canada,2002,Ice Hockey,42,0,0
Canada,2002,Short Track Speed Skating,6,1,7
Canada,2002,Speed Skating,1,0,2
Canada,2004,Canoeing,1,0,2
Canada,2004,Cycling,1,1,0
Canada,2004,Diving,0,1,2
Canada,2004,Gymnastics,1,0,0
Canada,2004,Rowing,0,4,0
Canada,2004,Sailing,0,2,0
Canada,2004,Trampolining,0,1,0
Canada,2004,Wrestling,0,1,0
Canada,2006,Cross Country Skiing,1,2,0
Canada,2006,Curling,5,0,5
Canada,2006,Figure Skating,0,0,1
Canada,2006,Freestyle Skiing,1,0,0
Canada,2006,Ice Hockey,20,0,0
Canada,2006,Short Track Speed Skating,0,11,1
Canada,2006,Skeleton,1,1,1
Canada,2006,Snowboarding,0,0,1
Canada,2006,Speed Skating,2,12,2
Canada,2008,Athletics,0,0,2
Canada,2008,Canoeing,0,1,1
Canada,2008,Diving,0,2,0
Canada,2008,Equestrianism,1,4,0
Canada,2008,Rowing,9,2,6
Canada,2008,Swimming,0,0,1
Canada,2008,Taekwondo,0,1,0
Canada,2008,Trampolining,0,2,0
Canada,2008,Triathlon,0,1,0
Canada,2008,Wrestling,1,0,1
Canada,2010,Curling,5,5,0
Canada,2010,Figure Skating,0,0,1
Canada,2010,Freestyle Skiing,2,1,0
Canada,2010,Ice Hockey,43,0,0
Canada,2010,Short Track Speed Skating,6,5,1
Canada,2010,Skeleton,1,0,0
Canada,2010,Snowboarding,2,1,0
Canada,2010,Speed Skating,4,1,2
Canada,2012,Athletics,0,0,1
Canada,2012,Canoeing,0,1,2
Canada,2012,Cycling,0,0,3
Canada,2012,Diving,0,0,4
Canada,2012,Football,0,0,18
Canada,2012,Judo,0,0,1
Canada,2012,Rowing,0,18,0
Canada,2012,Swimming,0,1,2
Canada,2012,Trampolining,1,0,0
Canada,2012,Weightlifting,0,0,1
Canada,2012,Wrestling,0,1,1
Canada,2014,Alpine Skiing,0,0,1
Canada,2014,Curling,8,0,0
Canada,2014,Figure Skating,0,10,0
Canada,2014,Freestyle Skiing,4,4,1
Canada,2014,Ice Hockey,44,0,0
Canada,2014,Short Track Speed Skating,1,4,1
Canada,2014,Snowboarding,0,1,1
Canada,2014,Speed Skating,0,1,1
Canada,2016,Athletics,1,1,8
Canada,2016,Cycling,0,0,6
Canada,2016,Diving,0,0,3
Canada,2016,Equestrianism,0,0,1
Canada,2016,Football,0,0,18
Canada,2016,Rowing,0,2,0
Canada,2016,Rugby Sevens,0,0,12
Canada,2016,Swimming,1,1,13
Canada,2016,Trampolining,1,0,0
Canada,2016,Wrestling,1,0,0
Canada-1,1956,Figure Skating,0,2,0
Canada-1,1960,Figure Skating,2,0,0
Canada-1,1964,Bobsleigh,4,0,0
Canada-1,1964,Figure Skating,0,2,0
Canada-1,1988,Figure Skating,0,0,2
Canada-1,1992,Figure Skating,0,0,2
Canada-1,1994,Figure Skating,0,0,2
Canada-1,1996,Beach Volleyball,0,0,2
Canada-1,1998,Bobsleigh,2,0,0
Canada-1,2002,Figure Skating,2,0,0
Canada-1,2006,Bobsleigh,0,2,0
Canada-1,2010,Bobsleigh,2,0,4
Canada-1,2010,Figure Skating,2,0,0
Canada-1,2014,Bobsleigh,2,0,0
Canada-1,2014,Figure Skating,0,2,0
Canada-2,2010,Bobsleigh,0,2,0
Caprice,1932,Sailing,0,0,4
Carabinier-15,1900,Sailing,1,0,0
"Central Turnverein, Chicago",1904,Gymnastics,0,0,6
Century Boat Club-1,1904,Rowing,4,0,0
Cercle de l'Aviron Roubaix-4,1900,Rowing,5,0,0
Chicago Athletic Association,1904,Athletics,0,5,0
Chicago Athletic Association-2,1904,Swimming,0,4,0
Chicago Athletic Association-2,1904,Water Polo,0,7,0
Chile,1928,Athletics,0,1,0
Chile,1952,Equestrianism,0,4,0
Chile,1956,Athletics,0,1,0
Chile,1956,Boxing,0,1,2
Chile,1988,Shooting,0,1,0
Chile,2000,Football,0,0,17
Chile,2004,Tennis,3,0,1
Chile,2008,Tennis,0,1,0
China,1984,Archery,0,1,0
China,1984,Athletics,0,0,1
China,1984,Basketball,0,0,12
China,1984,Diving,1,1,1
China,1984,Fencing,1,0,0
China,1984,Gymnastics,5,9,7
China,1984,Handball,0,0,13
China,1984,Shooting,3,0,3
China,1984,Volleyball,10,0,0
China,1984,Weightlifting,4,2,0
China,1988,Athletics,0,0,1
China,1988,Diving,2,3,1
China,1988,Gymnastics,1,0,1
China,1988,Rowing,0,5,9
China,1988,Shooting,0,1,1
China,1988,Swimming,0,3,1
China,1988,Table Tennis,1,3,1
China,1988,Volleyball,0,0,11
China,1988,Weightlifting,0,1,4
China,1992,Archery,0,3,0
China,1992,Athletics,1,1,2
China,1992,Badminton,0,0,2
China,1992,Basketball,0,11,0
China,1992,Diving,3,1,1
China,1992,Fencing,0,1,0
China,1992,Gymnastics,2,9,2
China,1992,Judo,1,0,2
China,1992,Rowing,0,0,2
China,1992,Sailing,0,1,0
China,1992,Shooting,2,2,0
China,1992,Short Track Speed Skating,0,1,0
China,1992,Speed Skating,0,2,0
China,1992,Swimming,4,9,0
China,1992,Table Tennis,1,1,1
China,1992,Weightlifting,0,2,2
China,1992,Wrestling,0,0,1
China,1994,Figure Skating,0,0,1
China,1994,Short Track Speed Skating,0,1,0
China,1994,Speed Skating,0,0,1
China,1996,Archery,0,1,0
China,1996,Athletics,1,2,1
China,1996,Badminton,0,1,2
China,1996,Diving,3,1,1
China,1996,Football,0,15,0
China,1996,Gymnastics,1,10,1
China,1996,Judo,1,0,1
China,1996,Rowing,0,2,0
China,1996,Shooting,2,2,1
China,1996,Softball,0,15,0
China,1996,Swimming,1,6,5
China,1996,Table Tennis,2,1,1
China,1996,Volleyball,0,9,0
China,1996,Weightlifting,2,1,1
China,1996,Wrestling,0,0,1
China,1998,Figure Skating,0,0,1
China,1998,Freestyle Skiing,0,1,0
China,1998,Short Track Speed Skating,0,8,4
China,2000,Athletics,1,0,0
China,2000,Badminton,2,2,2
China,2000,Cycling,0,0,1
China,2000,Diving,7,7,0
China,2000,Fencing,0,3,3
China,2000,Gymnastics,8,2,2
China,2000,Judo,2,1,1
China,2000,Shooting,3,2,3
China,2000,Table Tennis,2,1,1
China,2000,Taekwondo,1,0,0
China,2000,Weightlifting,5,1,1
China,2000,Wrestling,0,0,1
China,2002,Short Track Speed Skating,2,5,7
China,2004,Archery,0,3,0
China,2004,Athletics,2,0,0
China,2004,Badminton,1,2,1
China,2004,Boxing,0,0,1
China,2004,Canoeing,2,0,0
China,2004,Cycling,0,1,0
China,2004,Diving,9,2,1
China,2004,Fencing,0,6,0
China,2004,Gymnastics,1,0,2
China,2004,Judo,1,1,3
China,2004,Sailing,0,1,0
China,2004,Shooting,4,2,3
China,2004,Swimming,1,5,0
China,2004,Table Tennis,1,1,1
China,2004,Taekwondo,2,0,0
China,2004,Trampolining,0,0,1
China,2004,Volleyball,12,0,0
China,2004,Weightlifting,5,3,0
China,2004,Wrestling,1,0,0
China,2006,Freestyle Skiing,1,1,0
China,2006,Short Track Speed Skating,1,1,3
China,2006,Speed Skating,0,1,1
China,2008,Archery,1,3,3
China,2008,Athletics,0,0,2
China,2008,Badminton,2,1,1
China,2008,Boxing,2,1,1
China,2008,Canoeing,2,0,0
China,2008,Cycling,0,0,1
China,2008,Diving,11,1,3
China,2008,Fencing,1,4,0
China,2008,Gymnastics,19,1,4
China,2008,Hockey,0,16,0
China,2008,Judo,3,0,1
China,2008,Rhythmic Gymnastics,0,6,0
China,2008,Rowing,4,2,0
China,2008,Sailing,1,0,1
China,2008,Shooting,5,2,1
China,2008,Swimming,1,7,6
China,2008,Synchronized Swimming,0,0,9
China,2008,Table Tennis,8,2,2
China,2008,Taekwondo,1,0,1
China,2008,Trampolining,2,0,1
China,2008,Volleyball,0,0,12
China,2008,Weightlifting,8,1,0
China,2008,Wrestling,1,2,0
China,2010,Curling,0,0,4
China,2010,Freestyle Skiing,0,1,2
China,2010,Short Track Speed Skating,7,0,0
China,2010,Speed Skating,0,0,1
China,2012,Archery,0,3,1
China,2012,Athletics,1,0,5
China,2012,Badminton,2,1,1
China,2012,Boxing,1,1,1
China,2012,Cycling,0,3,1
China,2012,Diving,10,3,1
China,2012,Fencing,5,0,1
China,2012,Gymnastics,8,3,1
China,2012,Judo,0,1,1
China,2012,Modern Pentathlon,0,1,0
China,2012,Rowing,0,2,0
China,2012,Sailing,1,0,0
China,2012,Shooting,2,2,3
China,2012,Swimming,5,2,8
China,2012,Synchronized Swimming,0,9,2
China,2012,Table Tennis,8,2,0
China,2012,Taekwondo,1,1,1
China,2012,Trampolining,1,1,2
China,2012,Weightlifting,5,2,0
China,2012,Wrestling,0,1,0
China,2014,Freestyle Skiing,0,1,1
China,2014,Short Track Speed Skating,2,3,4
China,2014,Speed Skating,1,0,0
China,2016,Athletics,2,2,2
China,2016,Badminton,1,0,0
China,2016,Boxing,0,1,3
China,2016,Cycling,2,0,0
China,2016,Diving,10,2,2
China,2016,Fencing,0,4,1
China,2016,Golf,0,0,1
China,2016,Gymnastics,0,0,10
China,2016,Judo,0,0,2
China,2016,Rowing,0,0,3
China,2016,Sailing,0,1,0
China,2016,Shooting,1,2,4
China,2016,Swimming,1,2,3
China,2016,Synchronized Swimming,0,11,0
China,2016,Table Tennis,8,2,0
China,2016,Taekwondo,2,0,0
China,2016,Trampolining,0,1,2
China,2016,Volleyball,12,0,0
China,2016,Weightlifting,5,2,0
China,2016,Wrestling,0,0,2
China-1,1988,Table Tennis,2,0,0
China-1,1992,Badminton,0,2,0
China-1,1992,Table Tennis,2,2,0
China-1,1996,Table Tennis,2,2,0
China-1,2000,Badminton,0,0,2
China-1,2000,Table Tennis,2,2,0
China-1,2002,Figure Skating,0,0,2
China-1,2004,Badminton,2,0,0
China-1,2004,Table Tennis,4,0,0
China-1,2004,Tennis,2,0,0
China-1,2006,Figure Skating,0,2,0
China-1,2008,Badminton,2,2,2
China-1,2008,Beach Volleyball,0,2,0
China-1,2008,Tennis,0,0,2
China-1,2010,Figure Skating,2,0,0
China-1,2012,Badminton,6,0,0
China-1,2016,Badminton,2,0,2
China-2,1992,Badminton,0,0,4
China-2,1992,Table Tennis,2,0,0
China-2,1996,Badminton,2,0,2
China-2,1996,Table Tennis,2,2,0
China-2,2000,Badminton,4,0,0
China-2,2000,Table Tennis,2,2,0
China-2,2004,Badminton,2,0,0
China-2,2004,Table Tennis,0,0,2
China-2,2008,Badminton,0,0,2
China-2,2008,Beach Volleyball,0,0,2
China-2,2010,Figure Skating,0,2,0
China-2,2012,Badminton,0,2,0
China-3,2006,Figure Skating,0,0,2
Chinese Taipei,1960,Athletics,0,1,0
Chinese Taipei,1968,Athletics,0,0,1
Chinese Taipei,1984,Weightlifting,0,0,1
Chinese Taipei,1992,Baseball,0,20,0
Chinese Taipei,1996,Table Tennis,0,1,0
Chinese Taipei,2000,Table Tennis,0,0,1
Chinese Taipei,2000,Taekwondo,0,0,2
Chinese Taipei,2000,Weightlifting,0,1,1
Chinese Taipei,2004,Archery,0,3,3
Chinese Taipei,2004,Taekwondo,2,1,0
Chinese Taipei,2008,Taekwondo,0,0,2
Chinese Taipei,2008,Weightlifting,0,0,2
Chinese Taipei,2012,Taekwondo,0,0,1
Chinese Taipei,2012,Weightlifting,0,1,0
Chinese Taipei,2016,Archery,0,0,3
Chinese Taipei,2016,Weightlifting,1,0,1
Christian Brothers' College-1,1904,Football,0,11,0
Chuckles,1956,Sailing,0,0,2
Cicely-1,1900,Sailing,1,0,0
Cincinnati Archers,1904,Archery,4,4,0
Clearwater,2008,Equestrianism,0,0,1
Club Nautique de Lyon-2,1900,Rowing,0,4,0
Cobweb-1,1908,Sailing,5,0,0
Colombia,1972,Boxing,0,0,2
Colombia,1972,Shooting,0,1,0
Colombia,1984,Shooting,0,1,0
Colombia,1988,Boxing,0,0,1
Colombia,1992,Athletics,0,0,1
Colombia,2000,Weightlifting,1,0,0
Colombia,2004,Cycling,0,0,1
Colombia,2004,Weightlifting,0,0,1
Colombia,2008,Weightlifting,0,1,0
Colombia,2008,Wrestling,0,0,1
Colombia,2012,Athletics,0,1,0
Colombia,2012,Cycling,1,1,1
Colombia,2012,Judo,0,0,1
Colombia,2012,Taekwondo,0,0,1
Colombia,2012,Weightlifting,0,1,0
Colombia,2012,Wrestling,0,0,1
Colombia,2016,Athletics,1,0,0
Colombia,2016,Boxing,0,1,1
Colombia,2016,Cycling,1,0,1
Colombia,2016,Judo,0,1,0
Colombia,2016,Weightlifting,1,0,1
Comanche,1952,Sailing,0,2,0
Complex II,1952,Sailing,4,0,0
Cornwall,1908,Rugby,0,15,0
Costa Rica,1988,Swimming,0,1,0
Costa Rica,1996,Swimming,1,0,0
Costa Rica,2000,Swimming,0,0,2
Cote d'Ivoire,1984,Athletics,0,1,0
Cote d'Ivoire,2016,Taekwondo,1,0,1
Crabe II-1,1900,Sailing,0,5,0
Crabe II-4,1900,Sailing,0,0,5
Croatia,1992,Basketball,0,12,0
Croatia,1992,Tennis,0,0,3
Croatia,1996,Handball,16,0,0
Croatia,1996,Water Polo,0,12,0
Croatia,2000,Rowing,0,0,9
Croatia,2000,Weightlifting,1,0,0
Croatia,2002,Alpine Skiing,3,1,0
Croatia,2004,Handball,15,0,0
Croatia,2004,Rowing,0,2,0
Croatia,2004,Swimming,0,1,0
Croatia,2004,Tennis,0,0,2
Croatia,2004,Weightlifting,0,0,1
Croatia,2006,Alpine Skiing,1,2,0
Croatia,2008,Athletics,0,1,0
Croatia,2008,Gymnastics,0,1,0
Croatia,2008,Shooting,0,0,1
Croatia,2008,Taekwondo,0,0,2
Croatia,2010,Alpine Skiing,0,2,0
Croatia,2010,Biathlon,0,0,1
Croatia,2012,Athletics,1,0,0
Croatia,2012,Handball,0,0,15
Croatia,2012,Rowing,0,4,0
Croatia,2012,Shooting,1,0,0
Croatia,2012,Taekwondo,0,0,1
Croatia,2012,Water Polo,13,0,0
Croatia,2014,Alpine Skiing,0,1,0
Croatia,2016,Athletics,2,0,1
Croatia,2016,Boxing,0,0,1
Croatia,2016,Rowing,2,1,0
Croatia,2016,Sailing,2,1,0
Croatia,2016,Shooting,1,0,0
Croatia,2016,Water Polo,0,13,0
Cuba,1900,Fencing,1,1,0
Cuba,1904,Fencing,5,0,0
Cuba,1964,Athletics,0,1,0
Cuba,1968,Athletics,0,8,0
Cuba,1968,Boxing,0,2,0
Cuba,1972,Athletics,0,0,5
Cuba,1972,Basketball,0,0,12
Cuba,1972,Boxing,3,1,1
Cuba,1976,Athletics,2,1,0
Cuba,1976,Boxing,3,3,2
Cuba,1976,Judo,1,0,0
Cuba,1976,Volleyball,0,0,12
Cuba,1980,Athletics,1,2,1
Cuba,1980,Boxing,6,2,2
Cuba,1980,Judo,0,3,0
Cuba,1980,Shooting,0,0,1
Cuba,1980,Weightlifting,1,0,1
Cuba,1992,Athletics,2,4,7
Cuba,1992,Baseball,20,0,0
Cuba,1992,Boxing,7,2,0
Cuba,1992,Fencing,0,5,1
Cuba,1992,Judo,1,1,3
Cuba,1992,Volleyball,10,0,0
Cuba,1992,Weightlifting,0,1,0
Cuba,1992,Wrestling,2,0,3
Cuba,1996,Athletics,0,1,1
Cuba,1996,Baseball,20,0,0
Cuba,1996,Boxing,4,3,0
Cuba,1996,Fencing,0,1,3
Cuba,1996,Judo,1,1,4
Cuba,1996,Swimming,0,1,1
Cuba,1996,Volleyball,10,0,0
Cuba,1996,Weightlifting,1,0,0
Cuba,1996,Wrestling,1,1,1
Cuba,2000,Athletics,2,2,5
Cuba,2000,Baseball,0,24,0
Cuba,2000,Boxing,4,0,2
Cuba,2000,Canoeing,0,3,0
Cuba,2000,Fencing,0,0,3
Cuba,2000,Judo,2,2,1
Cuba,2000,Taekwondo,1,1,0
Cuba,2000,Volleyball,8,0,0
Cuba,2000,Wrestling,1,3,1
Cuba,2004,Athletics,2,1,2
Cuba,2004,Baseball,24,0,0
Cuba,2004,Boxing,5,2,1
Cuba,2004,Canoeing,0,2,0
Cuba,2004,Judo,0,1,5
Cuba,2004,Shooting,0,0,1
Cuba,2004,Taekwondo,0,1,0
Cuba,2004,Volleyball,0,0,12
Cuba,2004,Wrestling,1,1,1
Cuba,2008,Athletics,1,2,2
Cuba,2008,Baseball,0,24,0
Cuba,2008,Boxing,0,4,4
Cuba,2008,Cycling,0,1,0
Cuba,2008,Judo,0,3,3
Cuba,2008,Shooting,0,0,1
Cuba,2008,Taekwondo,0,0,1
Cuba,2008,Wrestling,1,0,0
Cuba,2012,Athletics,0,1,1
Cuba,2012,Boxing,2,0,2
Cuba,2012,Judo,1,2,0
Cuba,2012,Shooting,1,0,0
Cuba,2012,Taekwondo,0,0,1
Cuba,2012,Weightlifting,0,0,1
Cuba,2012,Wrestling,1,0,1
Cuba,2016,Athletics,0,0,1
Cuba,2016,Boxing,3,0,3
Cuba,2016,Judo,0,1,0
Cuba,2016,Wrestling,2,1,0
Cyprus,2012,Sailing,0,1,0
Czech Republic,1996,Athletics,1,0,2
Czech Republic,1996,Canoeing,3,1,0
Czech Republic,1996,Shooting,0,0,1
Czech Republic,1996,Tennis,0,2,1
Czech Republic,1998,Cross Country Skiing,0,1,1
Czech Republic,1998,Ice Hockey,21,0,0
Czech Republic,2000,Athletics,1,1,0
Czech Republic,2000,Boxing,0,1,0
Czech Republic,2000,Canoeing,1,0,0
Czech Republic,2000,Shooting,0,1,1
Czech Republic,2000,Triathlon,0,0,1
Czech Republic,2002,Cross Country Skiing,0,2,0
Czech Republic,2002,Freestyle Skiing,1,0,0
Czech Republic,2004,Athletics,1,0,2
Czech Republic,2004,Modern Pentathlon,0,0,1
Czech Republic,2004,Rowing,0,4,0
Czech Republic,2004,Sailing,0,1,0
Czech Republic,2004,Shooting,0,1,1
Czech Republic,2006,Cross Country Skiing,1,2,0
